Site,Cost 19/20 (Electric),Consumption 19/20 (Electric),Cost 18/19 (Electric),Consumption 18/19 (Electric),Cost 19/20 (Gas),Consumption 19/20 (Gas),Cost 18/19 (Gas) ,Consumption 18/19 (Gas),Total Cost 19/20,Total Consumption 19/20,"CO2e
(grams)",,,,CO2 Conversion factors,
Sheltered Housing - Thornhill Court  ,"£3,574.96",27898.7,"£3,970.58",26925.1,"£4,288.23",164632.55,"£4,484.08",170080.24,"£7,863.19",192531.25,"8,006.91",,,,,
Sheltered Housing - Union Court  ,"£6,197.16",40042.8,"£7,609.22",46540.1,£0.00,0,£562.72,0,"£6,197.16",40042.8,"10,234.94",,,,,
Sheltered Housing - Valley Ridge  ,"£1,168.69",7287,£982.92,6390.9,,,,,"£1,168.69",7287,"1,862.56",,,,,
Sheltered Housing - Warden Call System - 12 Embleton Road  ,£222.99,808.1,£203.29,787.2,,,,,£222.99,808.1,206.55,,,,,
Sheltered Housing - Wayland Croft  ,"£1,320.00",8245.9,"£1,153.85",7655,£672.00,22599.56,£691.78,22201.96,"£1,992.00",30845.46,"2,244.93",,,,,
Sheltered Housing - Westerton Close  ,"£1,405.99",8995.4,"£1,308.34",8693,£998.40,25966.01,"£1,529.31",43247.63,"£2,404.39",34961.41,"2,503.18",,,,,
Sheltered Housing - Wharfedale Court  ,"£6,679.58",36617.1,"£5,857.76",34781.9,"£2,373.58",71063.37,"£2,266.37",61709.32,"£9,053.16",107680.47,"9,844.21",,,,,
Sheltered Housing - Whingate Court  ,"£8,261.81",61057.1,"£9,450.19",63941.8,"£3,924.08",154321.8,"£4,019.67",142916.42,"£12,185.89",215378.9,"16,407.81",,,,,
Sheltered Housing - White Laithe Court  ,"£23,443.96",142287.5,"£19,141.32",130083.7,,,,,"£23,443.96",142287.5,"36,368.69",,,,,
Sheltered Housing - Whiteley Croft  ,£363.92,902.3,£336.15,793.8,,,,,£363.92,902.3,230.63,,,,,
Sheltered Housing - Woodhouse Hills Street  ,£749.59,4374.5,£686.80,4211.9,£659.73,11949.27,"£1,235.86",42767.18,"£1,409.32",16323.77,"1,252.89",,,,,
Specialist Inclusive Learning Centre - Broomfield Special School  ,"£24,627.36",140453.5,"£23,275.99",145254.8,"£19,145.86",592682.88,"£18,927.31",561202.92,"£43,773.22",733136.38,"39,811.03",,,,,
Specialist Inclusive Learning Centre - East - John Jamieson School Centre (with pool)  ,"£37,176.86",224005.2,"£42,378.00",264337.5,"£18,678.68",614580.78,"£17,873.42",566923.41,"£55,855.54",838585.98,"61,071.41",,,,,
Specialist Inclusive Learning Centre - Elmete Wood BESD   ,-£82.38,0,"£1,927.03",11230.4,£3.69,0,£66.76,462.49,-£78.69,0,0.75,,,,,
Specialist Inclusive Learning Centre - Elmete Wood BESD School - Stonegate  ,"£16,615.82",93210.3,£0.00,0,"£2,564.80",47971.04,£0.00,0,"£19,180.62",141181.34,"24,348.49",,,,,
Specialist Inclusive Learning Centre - North East - Crowther Place  ,"£26,380.82",165257.1,"£28,124.49",168551.5,"£6,816.48",193809.8,"£6,866.57",189147.06,"£33,197.30",359066.9,"43,632.19",,,,,
Specialist Inclusive Learning Centre - North East - West Oaks School Boston Spa Site  ,"£24,847.33",138453.4,"£22,641.46",138353.7,"£7,491.20",223831.72,"£8,265.47",245816.38,"£32,338.53",362285.12,"36,918.99",,,,,
Specialist Inclusive Learning Centre - North East - West Oaks School Oakwood Site  ,,,,,"£3,126.18",89952.73,£0.00,0,"£3,126.18",89952.73,638.62,,,,,
Specialist Inclusive Learning Centre - North West - Green Meadows School - Back Lane  ,"£13,701.65",76774.5,"£11,163.66",67370.5,"£4,660.36",132580.95,"£4,699.78",110364.19,"£18,362.01",209355.45,"20,575.58",,,,,
Specialist Inclusive Learning Centre - North West - Green Meadows School (with pool) - Bradford Road  ,"£17,696.39",99175.2,"£15,255.34",93329.3,"£15,704.83",511849.89,"£15,962.69",503989.28,"£33,401.22",611025.09,"28,557.36",,,,,
Specialist Inclusive Learning Centre - North West - Penny Field School (with pool)   ,"£17,474.60",103442.7,"£14,057.20",99873.3,"£13,494.00",436135.07,"£14,042.89",437674.61,"£30,968.60",539577.77,"29,196.51",,,,,
Specialist Inclusive Learning Centre - Queenswood Education Centre  ,"£27,817.77",169324.8,"£27,744.86",168308.9,"£18,770.13",505219.48,"£21,653.51",629393.38,"£46,587.90",674544.28,"47,113.78",,,,,
Specialist Inclusive Learning Centre - West - Milestone School (with pool)  ,"£40,079.55",252528.5,"£38,166.39",268573.1,"£17,578.47",544979.1,"£16,463.17",505637.49,"£57,658.02",797507.6,"68,137.21",,,,,
Specialist Inclusive Learning Centre - West 11  ,"£1,561.16",9355.9,"£1,558.80",10404.1,"£2,664.69",78195.52,"£2,384.40",64058.74,"£4,225.85",87551.42,"2,935.71",,,,,
Specialist Inclusive Learning Centre - West Area Inclusive Partnership  ,£486.44,2450.7,£746.12,4562.7,£409.31,14004.15,£407.14,12975.53,£895.75,16454.85,710.01,,,,,
Specialist Inclusive Learning Centre - Woodhouse  ,"£4,940.17",28592.8,"£2,235.01",13549.3,"£2,726.01",77044.55,"£2,619.63",76587.25,"£7,666.18",105637.35,"7,865.19",,,,,
Street Lighting - A63 Selby Road - Cabinet FP1G293  ,"£3,915.47",21571.8,"£2,959.22",17605.8,,,,,"£3,915.47",21571.8,"5,513.75",,,,,
Street Lighting - A653 Dewsbury Road - Cabinet FP12D211  ,"£7,178.37",39601.5,"£6,641.56",40252.2,,,,,"£7,178.37",39601.5,"10,122.14",,,,,
Street Lighting - A658 Harrogate Road - Cabinet FP1H800  ,"£2,950.84",16949.2,"£2,692.92",16742.9,,,,,"£2,950.84",16949.2,"4,332.22",,,,,
Street Lighting - adjacent 17 Woodlea Mount  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Street Lighting - Brooksbank Drive Walkway Lighting  ,£497.39,2565.4,£533.25,3027.7,,,,,£497.39,2565.4,655.72,,,,,
Street Lighting - Christmas Lights  ,"£2,577.60",14032,"£2,671.64",15641.3,,,,,"£2,577.60",14032,"3,586.58",,,,,
Street Lighting - City Square - Light 02  ,"£1,261.34",7857.5,"£1,289.20",8698.8,,,,,"£1,261.34",7857.5,"2,008.38",,,,,
Street Lighting - External Cabinet - adjacent 18 Birch Road  ,£128.29,0,£114.08,0,,,,,£128.29,0,0.00,,,,,
Street Lighting - Great George Street - Cabinet FP2G292  ,"£31,339.35",192175.4,"£2,069.20",12333.3,,,,,"£31,339.35",192175.4,"49,120.03",,,,,
Street Lighting - Inner Ring Road Switchroom 2  ,£114.35,0.2,£115.29,0,,,,,£114.35,0.2,0.05,,,,,
Street Lighting - Kentmere Avenue - Cabinet FP1K247  ,£416.71,1953.5,£353.55,1680.6,,,,,£416.71,1953.5,499.31,,,,,
Street Lighting - Neville Street Arches  ,"£8,911.52",51755.2,"£8,948.76",56492.6,,,,,"£8,911.52",51755.2,"13,228.63",,,,,
Street Lighting - North Parkway - Cabinet FP1B956  ,"£1,155.81",7088.2,"£1,075.64",6985.6,,,,,"£1,155.81",7088.2,"1,811.74",,,,,
Street Lighting - North Parkway - Cabinet FP2N246  ,£277.79,987.4,£254.72,957.7,,,,,£277.79,987.4,252.38,,,,,
Street Lighting - Street Decoration Feeder Pillar - Garforth  ,£114.29,0,£115.29,0,,,,,£114.29,0,0.00,,,,,
Street Lighting - Street Lighting Feeder Pillar - A654 Thorpe Lower Lane - Cabinet FP1T260  ,"£6,017.58",33631.1,"£5,390.53",32767.9,,,,,"£6,017.58",33631.1,"8,596.11",,,,,
Street Lighting - Street Lighting Feeder Pillar - The Boulevard - Cabinet FP1T469  ,£491.72,1528.2,"£3,927.83",23969.9,,,,,£491.72,1528.2,390.61,,,,,
Street Lighting - Victoria Avenue Tunnel Switchroom  ,"£44,941.18",321000.4,"£48,941.72",283598.1,,,,,"£44,941.18",321000.4,"82,047.70",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPA (FP2W71)  ,"£9,684.34",53863.8,"£8,524.70",51736.8,,,,,"£9,684.34",53863.8,"13,767.59",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPB (FP1W71)  ,"£5,909.14",32586.1,"£5,332.88",32133.5,,,,,"£5,909.14",32586.1,"8,329.01",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPC (FP1P517)  ,"£4,041.23",22050.2,"£3,858.04",22942.5,,,,,"£4,041.23",22050.2,"5,636.03",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPD (FP2P517)  ,"£3,760.97",20596.5,"£4,627.99",28159.1,,,,,"£3,760.97",20596.5,"5,264.47",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPE (FP3P517)  ,"£2,636.09",14937.8,"£2,421.79",14886.8,,,,,"£2,636.09",14937.8,"3,818.10",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPG (FP4P517)  ,"£1,290.04",8453.6,£666.85,3318.7,,,,,"£1,290.04",8453.6,"2,160.74",,,,,
Street Lighting - Wetherby A1 Link Roads - Cabinet FPH (FP5P517)  ,"£2,196.39",12795.8,"£1,979.86",11917.6,,,,,"£2,196.39",12795.8,"3,270.61",,,,,
Street Lighting - Wetherby Racecourse Entrance - Cabinet FP1Y13  ,"£3,562.31",19341.5,"£2,205.07",12936.4,,,,,"£3,562.31",19341.5,"4,943.69",,,,,
Town Hall - Leeds  ,"£81,119.10",503227.7,"£81,326.67",526942.9,"£42,770.04",1325393.04,"£44,641.72",1435536.09,"£123,889.14",1828620.74,"137,362.06",,,,,
Town Hall - Morley  ,"£27,611.37",162675.4,"£24,047.77",160720,"£16,922.90",588062.56,"£26,266.59",857250.14,"£44,534.27",750737.96,"45,036.84",,,,,
Town Hall - Pudsey  ,"£9,311.43",53662.8,"£10,052.19",68538.3,"£10,052.85",289883.72,"£11,748.63",343904.89,"£19,364.28",343546.52,"15,769.81",,,,,
Town Hall - Yeadon  ,"£1,578.27",8186.5,"£11,493.39",67904.8,£913.49,23740.71,"£10,926.88",309920.55,"£2,491.76",31927.21,"2,279.08",,,,,
Traffic Signal or Camera - A650 Tingley Common CCTV - ORN 774L  ,£167.19,362.4,£162.58,348.6,,,,,£167.19,362.4,92.63,,,,,
Traffic Signal or Camera - CCTV Camera - adjacent 34 Dawsons Corner  ,£115.79,0,£115.29,0,,,,,£115.79,0,0.00,,,,,
Traffic Signal or Camera - CCTV Camera - Dawsons Corner - ORN cam 458  ,"£2,971.29",16120,"£2,656.51",15641.3,,,,,"£2,971.29",16120,"4,120.27",,,,,
Traffic Signal or Camera - CCTV Camera & External Lighting - Kildare Terrace  ,"£2,736.64",14785.3,"£2,494.37",14664.8,,,,,"£2,736.64",14785.3,"3,779.12",,,,,
Traffic Signal or Camera - CCTV Operations - Gargrave Court  ,£351.78,1728,£284.32,1231.5,,,,,£351.78,1728,441.68,,,,,
Traffic Signal or Camera - External Cabinet - outside 12 Henshaw Avenue  ,£142.62,206.5,£142.20,209.1,,,,,£142.62,206.5,52.78,,,,,
Traffic Signal or Camera - Lighting Feeder Pillar - Beckett Street Toucan - ORN 571L  ,£691.38,3983.9,£635.83,3882,,,,,£691.38,3983.9,"1,018.28",,,,,
Traffic Signal or Camera - Pedestrian Crossing Feeder Pillar - A639 Leeds Road - ORN 644L  ,£320.61,1448.5,£292.43,1446.8,,,,,£320.61,1448.5,370.24,,,,,
Traffic Signal or Camera - Pedestrian Crossing Feeder Pillar - Pontefract Lane - ORN 667L  ,£23.19,0,£10.99,0,,,,,£23.19,0,0.00,,,,,
Traffic Signal or Camera - PTZ Camera - Cam 082 - Thwaite Gate  ,£141.36,184.9,£139.79,181.9,,,,,£141.36,184.9,47.26,,,,,
Traffic Signal or Camera - PTZ Camera - LCW02 - Westgate  ,£147.89,228.5,£148.78,247.4,,,,,£147.89,228.5,58.40,,,,,
Traffic Signal or Camera - PTZ Camera Husler Place  ,£155.37,282.2,£159.19,285.4,,,,,£155.37,282.2,72.13,,,,,
Traffic Signal or Camera - Speed Camera - C1 - Tong Road  ,£109.42,0,£119.91,0,,,,,£109.42,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - C2 - Tong Road  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - C4 - Tong Road  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - C6 - Middleton Ring Road  ,£114.31,0,£115.29,0,,,,,£114.31,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - Middleton Ring Road  Camera 257  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - Middleton Ring Road Camera 256  ,£115.12,0.2,£132.39,124,,,,,£115.12,0.2,0.05,,,,,
Traffic Signal or Camera - Speed Camera - Middleton Ring Road Camera 258  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - Middleton Ring Road Camera 259  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - Middleton Ring Road Camera 692  ,£192.76,545.5,£178.27,464.6,,,,,£192.76,545.5,139.43,,,,,
Traffic Signal or Camera - Speed Camera - Tong Road Camera 250  ,£114.30,0,£115.29,0,,,,,£114.30,0,0.00,,,,,
Traffic Signal or Camera - Speed Camera - Tong Road Camera 252  ,"£1,585.67",4488,£115.81,2.4,,,,,"£1,585.67",4488,"1,147.13",,,,,
Traffic Signal or Camera - Speed Camera Cam 085 - York Road  ,£178.97,327.9,£171.09,323.9,,,,,£178.97,327.9,83.81,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A1 junction 45 - Grange Moor - ORN 935L  ,£319.76,1402.3,£317.25,1411.3,,,,,£319.76,1402.3,358.43,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6038 Bradford Road - ORN 894L  ,£265.57,938.2,£512.91,2885.8,,,,,£265.57,938.2,239.80,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Harrogate Road - ORN 505L  ,£126.44,809.1,£0.00,0,,,,,£126.44,809.1,206.81,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Harrogate Road - ORN 927L  ,£342.41,1248,£337.35,1381,,,,,£342.41,1248,318.99,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Hunslet Distributor - ORN 673L  ,"£1,985.66",12102,"£1,921.27",12298.7,,,,,"£1,985.66",12102,"3,093.27",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Hunslet Distributor Westbound Viaduct - ORN 674L  ,£292.29,1242.6,£290.35,1241.2,,,,,£292.29,1242.6,317.61,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Jack Lane junction - ORN 673L  ,£513.79,2829,£506.94,2927.5,,,,,£513.79,2829,723.09,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Wakefield Road - ORN 645L  ,"£1,195.06",7485.2,"£1,120.71",7499.7,,,,,"£1,195.06",7485.2,"1,913.22",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A61 Wakefield Road - ORN 680L  ,£364.57,1752.6,£359.33,1737.9,,,,,£364.57,1752.6,447.96,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6110 Lower Wortley Ring Road  ,£301.65,1191.9,£288.98,1198.7,,,,,£301.65,1191.9,304.65,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 & A647 - Stanningley Bypass - ORN 809L  ,"£6,424.57",35838.7,"£5,894.54",35794.6,,,,,"£6,424.57",35838.7,"9,160.37",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 Crossgates Ring Road - ORN 576L  ,£292.54,1325.2,£301.82,1318.5,,,,,£292.54,1325.2,338.72,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 Crossgates Ring Road - ORN 577L  ,£309.34,1354,£316.99,1429.4,,,,,£309.34,1354,346.08,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 Outer Ring Road Moortown - ORN 489L  ,£248.04,1774.5,£184.30,1373,,,,,£248.04,1774.5,453.56,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 Outer Ring Road Moortown - ORN 504L  ,£198.07,1301.6,£0.00,0,,,,,£198.07,1301.6,332.69,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 Ring Road - Queenshill Crescent - ORN 488L  ,£381.90,1752.7,£395.45,2041.9,,,,,£381.90,1752.7,447.99,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A6120 Selby Road - Century Way junction - ORN 573L  ,"£5,115.64",29171,"£4,060.56",24723.8,,,,,"£5,115.64",29171,"7,456.11",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A63 Selby Road - ORN 964L  ,"£1,265.65",7938.9,"£1,208.87",8115.7,,,,,"£1,265.65",7938.9,"2,029.18",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A63 Selby Road - ORN 968L  ,£387.67,1753.5,£95.60,345.1,,,,,£387.67,1753.5,448.19,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A64 York Road - Baildon Drive junction - ORN 581L  ,£328.43,1390.2,£343.29,1402.5,,,,,£328.43,1390.2,355.34,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A64 York Road - Grimes Dyke junction - ORN 582L  ,£513.93,2685.2,£494.86,2762.1,,,,,£513.93,2685.2,686.34,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A64 York Road - Ivy Street Slip Cycle Crossing - ORN 558L  ,£277.82,1062.7,£270.59,1080.3,,,,,£277.82,1062.7,271.63,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A64 York Road - ORN 570L  ,£818.44,4802.3,£751.90,4762.6,,,,,£818.44,4802.3,"1,227.47",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A642 Aberford Road - ORN 963L  ,£293.23,2051.1,£308.97,1917.4,,,,,£293.23,2051.1,524.26,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 & A6120 Horsforth Roundabout - ORN 336L  ,£841.25,4780,£739.89,4767.5,,,,,£841.25,4780,"1,221.77",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 Bradford Road - ORN 862L  ,£454.94,2272.3,£629.53,4017.1,,,,,£454.94,2272.3,580.80,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 New Road Side - ORN 855L  ,£257.13,898.8,£246.98,878.3,,,,,£257.13,898.8,229.73,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 Otley Road - Back Lane - ORN 895L  ,£284.50,1060.8,£328.26,1534.9,,,,,£284.50,1060.8,271.14,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 Otley Road - Morton Terrace - ORN 896L  ,£278.82,1129.1,£330.65,1542.2,,,,,£278.82,1129.1,288.60,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 Otley Road - ORN 892L  ,£294.54,1184.4,£618.61,3662.9,,,,,£294.54,1184.4,302.73,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A65 Otley Road near Harry Ramsdens - ORN 893L  ,£281.33,1069.9,£594.53,3591.4,,,,,£281.33,1069.9,273.47,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A650 Bradford Road - A654 Thorpe Lane - ORN 760L  ,£558.60,3101.1,£539.95,3091.4,,,,,£558.60,3101.1,792.64,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A650 Bradford Road - ORN 794L  ,£808.75,4683.8,£700.85,4309.8,,,,,£808.75,4683.8,"1,197.18",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A650 Bruntcliffe Road - St Andrews Avenue - ORN 754L  ,£275.84,1023.6,£277.21,1022.1,,,,,£275.84,1023.6,261.63,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A650 Wakefield Road - ORN 956L  ,"£1,306.19",8111.3,"£1,186.09",7940,,,,,"£1,306.19",8111.3,"2,073.25",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A657 & A6120 Rodley Roundabout - ORN 337L  ,£817.26,4781.6,£721.93,4332.3,,,,,£817.26,4781.6,"1,222.18",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A657 Town Gate - ORN 817L  ,£706.47,3972.2,£663.16,3980.4,,,,,£706.47,3972.2,"1,015.29",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A659 Harewood Road - ORN 930L  ,£358.21,1602.9,£328.00,1509.4,,,,,£358.21,1602.9,409.70,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A660 Lawnswood Cemetery - ORN 898L  ,£803.52,4816.1,£793.29,5004.3,,,,,£803.52,4816.1,"1,231.00",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A660 Leeds Road - A658 Harrogate Road - ORN 850L  ,£442.38,2189,£420.08,2198,,,,,£442.38,2189,559.51,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - A660 Otley Road - ORN 385L  ,£802.41,4627.2,£824.17,5170.8,,,,,£802.41,4627.2,"1,182.71",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - Aberford Road - ORN 683L  ,£349.91,1572.9,£306.08,1348.2,,,,,£349.91,1572.9,402.03,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent 1 Gipsy Lane - ORN 731L  ,£509.13,2617.8,£478.16,2604.5,,,,,£509.13,2617.8,669.11,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent 138 Hawksworth Road  ,£411.18,1987.7,£389.03,2014,,,,,£411.18,1987.7,508.06,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent 199 Chapeltown Road - ORN 460L  ,£323.06,1348.7,£306.61,1345.9,,,,,£323.06,1348.7,344.73,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent 2 Hawksworth Lane - ORN 884L  ,£314.36,1891.6,£50.92,330.1,,,,,£314.36,1891.6,483.49,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent 415 Bradford Road - ORN 818L  ,£819.56,4887.6,£760.96,4862.4,,,,,£819.56,4887.6,"1,249.27",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent 48 Weetwood Lane - ORN 481L  ,£688.31,3918.5,£642.49,3965.2,,,,,£688.31,3918.5,"1,001.57",,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent Hollybush Conservation Centre  ,£130.41,0,£124.71,0,,,,,£130.41,0,0.00,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - adjacent Manston Lane Link Road - ORN 584L  ,£411.12,2200.8,£0.00,0,,,,,£411.12,2200.8,562.52,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - Armley Road - Canal Street  ,£335.49,1404,£320.39,1431,,,,,£335.49,1404,358.86,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - Armley Road - Canal Street - ORN 271L  ,£291.22,1133.5,£276.68,1134.8,,,,,£291.22,1133.5,289.72,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - Asket Hill - Easterly Road - ORN 494L  ,£335.76,1431.3,£331.12,1530.1,,,,,£335.76,1431.3,365.84,,,,,
Traffic Signal or Camera - Traffic Signal Feeder Pillar - Atkinson Street - ORN 679L  ,£846.84,5044.6,£804.09,5107.9,,,,,£846.84,5044.6,"1,289.40",,,,,
